link,line,dir,order,from_nlc,from_asc,from_station,to_nlc,to_asc,to_station,total,early,am_peak,midday,pm_peak,evening,late,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200,0200-0215,0215-0230,0230-0245,0245-0300,0300-0315,0315-0330,0330-0345,0345-0400,0400-0415,0415-0430,0430-0445,0445-0500
ACTu_DIS_EB>CHPu_DIS_EB@DIS,District,EB,3,500,ACTu,Acton Town,545,CHPu,Chiswick Park,6353.327893633949,422.8739956399104,2270.3296147653623,1938.0478046584335,1182.8179782981788,370.4316967348303,168.8268035372329,5.915817259099102,15.36744553797978,22.930174313816906,43.10083146495469,62.61453772344494,78.90289574773618,81.96229449476613,112.07999909811268,111.54672245014513,148.94727393826437,153.49646197710126,240.40112121072917,239.63268498730721,281.35155278827585,244.03723722273014,262.31747761289034,180.55079719656868,169.27984116678326,116.88192065394274,121.88652356062413,91.47250334666144,91.58263637025722,73.31528117455727,88.4864070523491,68.09966603826037,78.98728816566906,73.64761330164058,87.74923892494381,72.03350410160405,85.20000475348799,76.08554878040452,85.25594392473602,71.09134590510139,82.59431819965764,73.35700096064737,80.95607830842134,66.87431332754309,79.80865953785387,70.9606353400389,82.35056677063709,82.88371584882653,88.6894477756342,82.61689281985834,103.94919392964238,103.9664211740632,110.73816940325564,110.30475030113655,124.0957100476878,103.05606475083964,116.00039305070416,102.7054008211884,98.50194656990708,93.58178452206987,94.69728836871192,67.12094489092391,58.049104397690584,61.008781353673974,41.44317883601685,35.612725782780124,30.972326687289506,32.782607244485895,24.09121376171203,26.64153215017719,22.670284573652477,22.64366306661324,23.30456960865988,24.17745408100891,25.083359588760214,25.934586702762093,27.648922634989482,24.850147403912576,23.30880949084013,18.756647844608857,15.021078470652785,10.21445871259779,5.727477951600988,3.450695179470047,1.068932959948173,0.6146117422520122,0.1607821331459208,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.023217436817368,4.023217436817368,4.023217436817368
CHPu_DIS_EB>TGRu_DIS_EB@DIS,District,EB,4,545,CHPu,Chiswick Park,734,TGRu,Turnham Green,7329.244733458562,474.17337768255817,2571.141539907851,2154.0035893821646,1578.0817650560289,401.1691644489874,150.67529698097258,7.785160259150312,17.625046138514453,28.698955979097363,41.83174009160979,75.99747679216925,82.56327183636316,105.51086268441959,114.16086390123422,153.17539894809534,153.2248616039503,213.18842632939698,284.53080750395645,308.17524885597794,286.6051456247409,299.66344152307374,256.0031551911759,184.61730795975123,155.15715428408072,148.18162773268875,128.61896435096222,114.02548028955627,101.61340417500637,96.33492453104186,100.3555959077255,76.79712805061695,90.06252178372402,82.54940371688423,97.48665272370432,78.63491606586513,94.06930203504538,83.58813522154965,94.91878668138384,79.10514396003457,91.81748300341158,80.57059962908913,89.56447024031837,73.35397308038094,86.95517658843204,77.11593905552039,90.67436177966215,76.63504114204801,95.98302401626628,94.30897204163256,107.4831536632649,120.26530422173329,129.34933394367442,141.59554437454722,139.25358436737733,152.10294733772838,135.15906557118942,164.14216728399617,136.5608135536103,150.86862111859512,118.79216757023993,115.14370826764319,74.84850744569387,69.83060996212556,47.26568700801435,45.04404267570808,34.38639784466088,31.753395700553423,30.49521614983621,24.238915215474858,25.483421987336715,20.816357412577275,23.94752471810723,21.964991914625653,25.942603859967125,24.018306434890288,26.833872223814605,22.468280719374526,22.68645191819544,17.816847496272093,14.462348927446618,9.607846607710393,6.959628850801822,3.21422866835461,1.2811205669218615,0.9944214824420168,0.16597154237413367,0.16597154237413367,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
RMDu_DIS_EB>KEWu_DIS_EB@DIS,District,EB,5,686,RMDu,Richmond,621,KEWu,Kew Gardens,6333.582748509311,404.4491756528447,2189.0642383687664,1679.07716753171,1526.296520803667,403.4947950260145,131.2008511263096,1.9465229043599264,4.850949890933995,11.39431960344739,25.77759089749789,36.177073830620216,73.88220213466944,98.64520828769889,151.77530810361696,179.81553553901475,246.62522005474483,239.30949799710842,262.55178954391846,232.90134030736317,234.03577024144866,180.30377037842118,168.68704517434134,135.60623913192845,122.4250279921842,99.48322629057604,87.31977571771685,80.24131261515069,76.36748409012473,74.49178940808112,67.69788474919342,71.24451282529623,69.6668513440504,71.38377700572467,69.54925245311911,69.09986203461072,66.28065135936336,68.79180419610208,63.94459254661224,62.17101653992934,59.91343665874313,60.75760340557636,57.93179869301665,59.66859662839028,60.372333089643725,64.17011422061142,67.50046150842249,74.00195674954571,78.91366509669807,87.8952240683877,97.02118624531664,96.93454424660216,117.830647480327,115.55607853006913,139.75996917710123,143.4701892203876,168.45534021136888,145.16932931705998,163.16411601770128,134.85962475528936,124.71125508837194,89.17211517689466,87.21331158249387,63.058221620488816,51.50244902261139,39.832730205544394,37.24455571157283,29.215514616953683,24.179888952212305,23.32919500416829,23.64439286540439,26.431267374605714,26.993570270567947,28.578334591331547,29.484674790553193,27.28831333874493,24.63986401556076,20.7804915693691,17.506578126428842,13.682569728260065,10.277037366565446,7.233228048289497,4.745800338917246,2.5858314326775886,1.1224556581062397,0.4780247398310397,0.3965658368065181,0.30889271782916605,0.15519820892314734,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
KEWu_DIS_EB>GUNu_DIS_EB@DIS,District,EB,6,621,KEWu,Kew Gardens,591,GUNu,Gunnersbury,10710.88357475161,484.2045794063133,3312.589108112597,2652.9279610879257,2238.8062994421816,1625.4892491373378,396.8663775652519,4.029230961187394,8.793718816816327,18.133504853689026,24.426740885651736,52.0999160588925,78.61689473461018,131.7074761833469,166.39709691211925,264.17195303018525,312.0659129997648,356.17391531249945,359.17676675967886,395.57816741387103,338.5541614721276,313.8197325024672,263.16037483179235,240.1510362656846,184.77115969900348,150.01179061339013,134.9541372121322,124.82936526860138,114.43963390569924,102.68837066907422,122.17944274678915,99.89943304627216,114.21269875501156,100.99761664936209,117.76310952370777,97.40460065304241,110.63249482977824,95.50569714571407,106.65465575959306,86.00560229141182,101.97681821704,87.91804778922634,103.77996141087245,90.43900301008976,111.8233166447115,107.06934445185438,127.61439006573956,116.46997195078809,139.68271684359462,139.49261870833558,133.44905075161628,140.86524845790825,146.80196493029337,168.3303121844001,167.9300943478665,217.66469792965702,213.76365070806253,236.8232403940109,214.84699673202599,226.69067039213212,175.4797265600889,173.4836938163745,156.12600298936158,135.656283822254,131.07274401114648,128.60452633715406,125.68146593434952,119.003524217863,133.42961492450877,111.97309439831736,148.2517356361565,135.03412097886343,158.54756273909132,141.97824943732803,156.25632670030546,112.10768150306457,103.595128560312,59.402018250089476,52.29716756661988,23.32166478066845,19.98142942264597,10.191146691048637,8.366095012161237,3.4381772178699013,2.2791736039616297,0.8430147398575575,0.5581952991296183,0.3281960463736884,0.15728887144929238,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
GUNu_DIS_EB>TGRu_DIS_EB@DIS,District,EB,7,591,GUNu,Gunnersbury,734,TGRu,Turnham Green,15043.176945159177,649.0419935455105,4470.729129361288,3799.6174517952873,3712.5974998299216,1873.3394319376864,537.8514386894842,6.133945811232961,13.185259550863414,25.81710136675036,37.85456409113924,72.9523840726018,105.16340963262968,170.95870344968029,216.97662557061275,257.2149693941176,401.352727675944,479.54876797175723,498.2283941126103,536.524704764529,548.2515835426257,437.9736089200058,363.11277449086526,294.2296887639043,262.0520521702664,220.69481257835412,171.5450449763083,177.4546874631657,169.87020479646668,152.31018770470962,143.22782491573525,171.98875621583647,137.61096129297724,169.4230220322571,135.48621239020386,166.42085856709352,129.6790195930063,162.0393253831946,127.2957560803893,153.21756029419936,143.86960630453282,153.77554174974188,119.19712729679249,153.06389265354187,153.40855315518732,150.47834695244862,146.57544437690348,191.6973230443088,191.97131962865842,198.49503073685813,201.06088916707824,243.05327084700255,232.26945507629162,276.05203084839934,292.1634153779792,367.39285004521736,374.48167899224717,371.60873259598975,386.55486462724235,343.08501946986814,298.22577719096176,277.54095540559393,250.1694493531288,187.90957548759175,184.09080986568975,163.2657516003393,130.0412446966103,155.460467319948,134.03658763863785,155.22731672059814,129.68890155933133,169.9203866733849,146.94890628981963,170.22429870515737,146.52518538057828,154.27491740529345,112.93985721074971,99.28562510318541,60.620282670885295,50.165934091905775,25.768804015408932,14.260891444130698,10.61371550762636,4.848908443775549,3.0896799718998045,0.9449317021583858,0.5545761817682568,0.32071539892210044,0.1625995417744044,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
TGRu_DIS_EB>STBu_DIS_EB@DIS,District,EB,8,734,TGRu,Turnham Green,713,STBu,Stamford Brook,26875.056116324464,1263.0816478845463,8994.244440385199,7112.273422637353,6247.492569201981,2505.05955235508,752.904483860308,18.28480215108084,33.3892270624742,66.51089586189946,86.13521669205187,154.62308496475126,216.28941893843293,288.63512040147134,399.21388181238456,521.7487066088712,710.9876625536177,808.0929150300992,973.4727369091603,1013.5222319335567,1053.1902063657828,905.8641515088831,858.0692727541443,674.7644599658512,586.5126372974089,466.7728308311502,421.24662862667117,364.0284869007421,340.66432566494234,313.10595253498207,304.65461246765886,307.191311184862,284.7483685416588,309.8126871732468,290.92291703345285,298.9265436357557,275.02400490046824,295.6978304526597,269.87289578352534,276.34681761629577,255.78427361609485,276.5543764167128,249.10481141620082,265.5902104390114,252.67228413086247,289.1621468016234,267.8224294296665,305.4142593540252,297.04020717796766,360.82015957271005,361.31151039222704,382.463005983482,424.30247594722834,485.4613358150031,519.3007555525039,561.9395352475295,655.5848395242746,647.0342702440771,629.7386422740417,588.8126105742481,546.6135393780867,433.56926189344,372.67229676806494,324.03266549089227,249.77598230550132,222.6461111493392,198.84744119376214,192.5794785364503,172.9271853537021,190.0470717782842,165.6862626603512,202.9955977921427,186.2559464456622,208.08430851878174,191.1815011302111,191.90777540974702,147.87323311704617,133.26533608960102,89.31260656537201,70.62604430585813,43.931938724650564,31.786403743577644,18.65166181412287,12.282999168279972,5.709870323563804,4.714306832796825,1.3376902241220343,0.8948607668383097,0.3048783873657632,0.3048783873657632,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
STBu_DIS_EB>RCPu_DIS_EB@DIS,District,EB,9,713,STBu,Stamford Brook,682,RCPu,Ravenscourt Park,29530.58594447544,1313.5826030668663,9999.850529462703,7829.333639659163,6899.175067160317,2631.1678477159635,857.4762574104252,17.531483907366482,29.04769650471797,59.46343282553157,96.64485454011057,149.53178559902386,242.55327133178716,330.58652563299256,388.22355272533616,580.6827374946847,687.6889987097702,908.0476636037565,1090.7887471839542,1207.8297786361627,1095.0820786027678,1143.3662655228513,902.8353724521376,752.8621177493993,605.1271610057006,575.6733538913892,449.8662546101282,429.60751160824515,362.7618949483846,364.93548558919855,344.2951782646769,331.5488105675128,328.5054664832051,327.6880816248223,333.1584117984262,329.26621553298463,318.33342966392786,313.5011354693051,308.5635690046328,301.60506731895197,293.5380471949126,289.7167213290935,283.94134585367823,284.30618872835294,284.3142491610364,289.6102380555573,318.70341706200384,313.3849574159111,333.17579161732664,353.80342406541257,391.0690013016048,415.70582898933037,443.2335191006841,544.1568933022795,618.0653139073024,620.713497752093,634.1236485460007,719.3860359585399,683.9953815873425,617.6426011313562,621.6810005883602,536.9413331032225,443.5300131938053,327.272325669201,284.0413917861152,220.83699235234116,219.8640611504348,183.60313740219857,199.47829913061958,184.81422087689103,188.07360494483865,193.83662010140284,209.9892493400269,205.40102767030038,213.95691729159336,199.42794393199767,174.60438361584218,138.75213510214516,109.51471274736784,81.14065554021344,54.758755728175814,39.47229899905743,27.266668596579482,16.617784166028798,8.095373608494963,4.877343109795866,1.4835524584882658,0.8535969009802225,0.3055264526290591,0.3055264526290591,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
RCPu_DIS_EB>HMDu_DIS_EB@DIS,District,EB,10,682,RCPu,Ravenscourt Park,593,HMDu,Hammersmith (DIS),32208.09086136717,1319.4996882732955,10550.32568656745,8665.200519569815,7791.653537749471,2942.826939750717,938.5844894564286,19.225541324858284,31.175831764702803,63.170808451873725,104.52559041290804,161.33800460847112,209.80544617161442,319.14922127170485,411.10924426716224,557.7397675692241,718.0741146973797,921.5692184743216,1070.9145693422136,1245.4695193815046,1182.2999842947345,1147.5503134087107,1019.5211832255237,863.5798414026518,659.5056742746709,626.9582522561178,537.1432482403974,471.3851882548442,427.20910622975197,397.928572222826,378.51305574395724,362.4146784665588,357.4569006138082,358.77766601339204,365.3958926290664,360.9709180073872,348.9987584436065,343.9994977828183,337.83304370469415,328.1110296822576,319.8548127018646,315.63169402012863,310.4771780317394,309.8086641948472,310.8059580937086,316.06371660835686,329.8276112432319,339.95331687673456,369.4321972187181,428.6654585296088,475.68560425590556,528.374463677901,545.2248082026132,612.5049431996092,626.2247330213461,705.0869704358763,715.896458100482,812.7975348377802,770.169350390033,766.7776445784606,653.7741796541927,591.7912305194619,463.0312211317141,395.01226462823854,308.1487591178125,274.46236608266463,237.01216398129338,216.40771164057372,213.12287635642429,199.56772392654045,201.9171200078501,209.85815494012402,228.2192171225573,225.80055265490788,233.29802929173,218.28800416860932,191.9066889206253,152.8178105600283,119.47024267232705,88.96273294977402,60.33402250955748,41.67694818957975,28.642495650114913,17.48780557237627,8.683726746932656,5.060693026037333,2.6668784718704344,1.5971946657249545,0.6832879507764802,0.3059574020944053,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
HMDu_DIS_EB>BCTu_DIS_EB@DIS,District,EB,11,593,HMDu,Hammersmith (DIS),516,BCTu,Barons Court,39730.439393313216,1541.3241504751911,11227.828052483197,11328.25001639856,9974.870177529694,3788.4688134772027,1869.6981829493889,10.632166329452552,36.734368423966366,62.888232847863705,119.77016138327335,195.5465014098477,258.53221952515645,367.2112978023738,490.0092027532571,632.4688117621098,779.9074325355471,968.5000061071808,1131.8010541439164,1199.9789118799822,1204.303414695062,1177.2239628096902,1087.1751524765905,921.7199100267212,807.6302894023519,705.4202946628712,611.6988119811738,542.3221870807009,498.5452430855457,481.6282717592991,448.7611838865313,451.73230682968267,439.260856810932,449.05847615900734,452.3936377437825,482.4856957576639,460.19705297716735,463.5266571915698,452.09804581781714,453.97605295699026,431.50256708666825,435.5657874363793,427.323278865186,431.4561074719338,420.73857085764524,437.8268955060309,479.44124247281184,497.35947162510246,493.7155210858609,564.995602710448,632.339303223804,666.9927233632981,722.9792421712273,822.9692668619348,861.3231524567473,914.9184360065848,879.5374890704351,992.1612846095436,963.231161950176,941.6566607513518,825.8768251530063,791.0475673139073,592.1763678214814,499.16838109622114,390.1162226662857,347.9584147949382,305.40688376867627,285.801290902882,259.1339244653275,261.1535638501815,254.3690892207232,275.5722113480874,277.98796603376843,314.4696882304143,317.33117709969747,351.5936398362481,323.6935198259039,307.8900898011847,262.6769308418602,218.96699272575802,146.73372090264954,105.01854048388027,70.3742192582321,41.10166471368797,21.12089684737553,9.65957740006615,5.9239360754952815,2.646007500816066,1.5574219342418716,0.7410248019894627,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BCTu_DIS_EB>WKNu_DIS_EB@DIS,District,EB,12,516,BCTu,Barons Court,760,WKNu,West Kensington,40066.636622276346,1436.4906598334835,11308.005909618767,11160.952373642662,10460.199586144943,3825.492244024832,1875.4958490116712,11.460959324678203,30.615576648434864,56.42881757453911,112.98189964101955,166.62708378594644,241.06249899977195,318.40875246141377,498.90507139767965,642.5990526040455,742.8508338012678,911.7865004220996,1143.2243193736595,1167.5391843522052,1186.8416387511227,1232.103407678148,1146.0190566925835,956.2091517683953,835.5986083448083,719.8063987571727,623.4277570732593,558.5277243929634,503.7958638475953,485.4501645095992,467.9967611653197,462.709099538142,447.05702599742057,459.3448047002698,447.94701774687167,454.30865636311796,439.4937949678313,442.51794475819537,427.6766706390197,434.9661796251648,417.1168569022737,420.5560940254834,408.9252604621777,416.54840535145166,410.76755899958573,429.27134319506564,436.191458702712,472.35794780529096,500.5916357614343,572.7958279452348,644.038276240441,730.89865241608,751.6083428600094,807.9856451355153,867.69669977542,913.5246644836232,949.8327533611882,1023.1720188959712,1047.348504147581,1018.3029052670073,907.8698142099214,777.2476674910235,664.7119181016024,515.9942584276695,380.5166652357991,341.83982748488074,307.69138020512844,267.76631755036186,266.1731990652482,279.4986012115989,266.18179847951325,287.7677963509532,286.2912921176112,312.523204313457,313.24790358261026,349.8885548357174,322.26038587364644,306.69141180805974,264.43753265479063,222.45781210932893,149.29849024464355,106.8633423212964,71.56622626347216,41.6797301148033,20.99753935425796,9.408267031804783,5.571420660248097,2.3346847591712026,1.2998768007015158,0.7405741797292841,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
WKNu_DIS_EB>ECTu_DIS_EB@DIS,District,EB,13,760,WKNu,West Kensington,562,ECTu,Earl's Court,43947.16609572938,1581.906051724898,12864.080262789432,12150.480950661364,11195.491229785408,4065.186468121578,2090.0211326466924,15.173021395013375,32.894992778605555,68.2662652254599,121.177407189092,198.09826473029617,276.62182812736353,368.22453909760696,501.4497331814605,645.6037886429698,822.9239814741762,1029.8683520586064,1209.1958756609047,1385.3966789056485,1434.0034399267106,1403.9528834233715,1301.3716022498108,1162.6581358025205,940.7698242482993,814.2834569768232,714.0522434195908,631.3440615264591,573.6708586637267,549.3462450750126,523.9584053945212,506.4870131966906,487.47859634086893,499.1944650052156,490.45394326583113,498.44061191673256,481.78707712033463,484.8330544416892,468.94375540226997,475.5370532202233,453.8920257566193,457.57107569916633,444.4636248882002,450.59194331358185,442.1833568352573,462.3014538362893,469.6408857028823,505.75618046953866,521.472057886169,574.5333769842331,696.5998287198523,741.4808579533078,809.9329351518629,887.7001473402523,965.9842896482103,969.2465158719538,1053.772344252442,1088.3061189910234,1106.646661953613,1085.8326924794687,966.3828982541972,829.5971675066005,690.6086003824743,555.5329047545747,413.2132381163935,369.1690918951712,329.0534920654,301.9921418357071,272.43888132366465,289.80040014994586,277.5471538866666,299.1066491152768,297.88690983781964,332.94375770788224,326.50184743307585,371.2995629105671,350.4246263746993,340.8936414227939,299.6300862255655,256.35572899947243,174.30162925655762,124.7270223927645,81.75983072349456,47.63111648698871,24.25512243919923,10.65620528686244,5.317894505365048,1.8125471824143544,0.7328676219984109,0.22325081794891444,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
WIMu_DIS_EB>WMPu_DIS_EB@DIS,District,EB,14,767,WIMu,Wimbledon,768,WMPu,Wimbledon Park,21205.378795790453,1273.5619094822111,7387.809730362305,5824.611654587792,4992.508688624058,1277.799215570196,449.08759716389267,7.457684132250455,32.41059414797351,49.39102778956614,87.31364739527889,134.42924661063026,226.49554734732743,302.0939227936326,433.9702392655517,580.1107789010389,750.5622630361925,805.9407524429769,891.8759209552768,876.7716497048942,810.5005090421039,652.3138221728458,572.8743477637684,457.2111090714094,376.1414498854554,309.7389388158288,303.7681885705145,276.6249122510849,249.6227638320776,246.54101633738208,242.35178118137782,231.96472273659637,230.7758028190422,230.9847691875433,224.76694574738843,215.54424794482586,215.38165943987588,219.0234543180891,217.64185631615672,215.61469294540592,214.45633038994995,214.23839897039238,208.26138249769463,208.12068737554603,208.68963026176377,218.6629746456313,233.76488603298085,285.3820051677472,296.55488648069434,340.87715147873405,378.7646962298117,416.8447401191491,411.0987873338783,454.13423266185885,470.6016115362497,479.9132945176185,486.54214856176407,481.3222894855558,460.88875433629903,426.3990784207847,361.1156829752839,296.59188303516896,247.0561856404477,195.01036783930863,147.9250063278105,132.02358149928102,115.39273856591471,98.04161791580206,89.66995601345569,84.48113096596327,85.82808695957364,81.20765599230312,80.5230417770244,83.99741843178806,83.69861328197102,79.59926373737986,74.36102863461656,69.96370936737165,59.80009662171288,51.021735741149655,41.13244505909179,29.989360520989514,20.05569388849076,11.72006187936023,4.846418254022648,1.3635358580165091,1.0670521521577347,0.840183795541427,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.1090038846638308,1.1090038846638308,1.1090038846638308
WMPu_DIS_EB>SFSu_DIS_EB@DIS,District,EB,15,768,WMPu,Wimbledon Park,705,SFSu,Southfields,22483.554194260716,1264.915899778614,8381.59142017339,6024.198812279369,5079.006397975116,1303.617897073348,430.22376698086833,8.404283974698767,16.60180303150327,54.06033405851293,99.32054060585355,135.09291851187396,215.19575172533195,307.52680999669144,428.71345787414816,594.314622976165,774.0759793911932,940.3251325284165,987.882399078892,1005.523508839402,918.0342039433999,806.5011138394153,635.543178859179,564.0572611505082,445.2281635440384,380.9073192186184,329.19853680416117,296.88194173362393,267.64971143557057,262.1285653331122,255.99778642574532,245.47276621096188,244.57095497142743,244.0172267099395,237.9843922130828,227.74477084153895,226.8200635192881,229.15136837953546,226.5395116892936,223.34693586316828,221.96602489220183,221.1607089538993,214.73396587769776,214.09137201350688,214.5067655628565,224.9471089719546,240.19508463727612,267.33143053754617,300.06636618895766,341.52408806741465,375.3699012497701,392.01336207137604,430.02796076023964,430.0515539180334,443.61384502544337,491.6914355230728,520.8626312238265,499.5831642118778,483.65987966433715,461.31220781406,372.9473962563922,307.52341574414584,245.71954576231155,212.20659323592145,156.64453909968168,132.9906398704116,110.3961342114676,104.42772560913171,92.55905311315969,88.05980611820569,83.4941573760983,82.65260110271052,77.47751684258294,81.6187212809117,81.0904092130654,77.21491541521969,72.426825116242,68.70573338782901,57.790977006130994,48.70705609210643,38.54071221281265,27.541726716858346,17.985202792742907,10.079205818862286,4.371593371335576,1.3341323103788074,1.0029634860522374,0.7508101354614366,0.4172227574141705,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.1182301204739526,1.1182301204739526,1.1182301204739526
SFSu_DIS_EB>EPYu_DIS_EB@DIS,District,EB,16,705,SFSu,Southfields,567,EPYu,East Putney,27482.3491966126,1638.639278269949,10955.350368651485,7240.306182482136,5837.981490608697,1378.3731561296815,431.69872047064285,11.094543824804745,26.04457810296173,74.38884339010835,100.84428554433542,184.64978774351292,256.192331631694,412.7731439153137,572.6517641172181,814.8853977516862,953.6844499427341,1178.547760499348,1232.9537097598227,1307.456585890004,1209.3060364155651,1085.9881049706314,907.3612844518657,773.5609703009767,571.7148662887004,475.16634816961476,444.7248542105352,384.7158513962551,351.44294018362024,334.20347677228864,326.09883242323815,310.70292728481763,302.5676194578172,302.15233561786516,296.61221878937306,284.7835676860352,277.9823050743463,280.7949573572671,279.1938377517751,269.69137033731505,264.6924124721978,264.6126369016554,258.16135100918297,249.21958031040916,248.5006848159721,255.90328509599212,276.0390597053122,300.5939262139896,334.5812413666048,374.86457401566537,412.1951904431404,463.4287687662818,476.64913019136253,517.4548007392286,541.8744147883693,543.1255689460974,552.2205121313913,569.4666457429896,547.7650249110728,497.87037072517603,457.41590272178274,367.5078826796665,303.202468265278,230.51235898092082,183.61430794977062,148.0888134142498,124.15907204111748,100.0869901776442,87.6532275520706,87.32910487006781,87.50351331896522,84.69803092236019,80.80898368382506,80.78739829721991,83.13135492146998,76.55639883143829,72.20651130799331,67.26278612583796,60.50185780697614,48.176097273777025,38.50043407363486,27.946824898327666,18.99525429749412,10.621260491313787,5.635275504060606,2.2028811879315144,1.382668187991994,1.2134261226808178,0.497044361184807,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
EPYu_DIS_EB>PUTu_DIS_EB@DIS,District,EB,17,567,EPYu,East Putney,678,PUTu,Putney Bridge,33983.27799689167,1884.304901180349,14203.558377245281,8781.132773662457,6956.399264338604,1683.7021694915577,474.1805109734187,13.566118729235045,33.57485547870725,66.17638733182656,129.15490735593218,190.94234480016303,323.09277193818093,452.79236181104886,675.0051537352549,911.8654595409514,1245.7777459526699,1413.4886760642842,1670.1855806845435,1694.1694182136719,1614.8660886707942,1419.5141456965553,1230.509911574346,977.4833521844208,798.3869032287021,670.0351699450073,557.2759254893349,517.9452657762333,436.62887329853584,415.2092618438645,404.86713510101424,384.8291488658238,375.241995375232,375.13429870042313,370.21192158173307,355.04976652336563,345.39805898470865,348.39243923912176,345.68148932654645,332.04613245413,322.5396810042228,319.41270978847075,308.4971283178098,294.87857277356704,292.172307847011,301.8234000111246,319.3852672075999,343.3615124563555,378.15334779970107,426.7081005889554,467.5649587969057,496.1124551347454,551.1535678856602,567.1246930636446,602.2800922620945,657.5736513519793,706.8345951279248,669.2759379635129,683.4783928868793,653.8704178586453,541.6268934898603,438.1039055266017,388.9646617870569,303.92769369264647,222.1437887589681,193.40257886404808,161.18984766972955,128.97564490834014,111.25781395822901,99.58107215857703,98.62900269768764,94.33933684570296,89.43685018018243,89.85223564253309,90.96630411491327,83.75866181057489,79.23544494759213,74.4484524021247,65.67304527107763,53.380138492943104,42.697372004286144,31.537199123615785,21.331818438306154,12.164947822125267,6.00405580288877,2.1701090740941065,0.8306606660425058,0.6287032381975811,0.31990187954994503,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PUTu_DIS_EB>PGRu_DIS_EB@DIS,District,EB,18,678,PUTu,Putney Bridge,672,PGRu,Parsons Green,40094.152927544055,2061.132399425942,15769.94301147727,10561.73455612143,8955.241553072867,2083.7799736149177,662.3214338316382,14.932362514025808,37.7467297072896,76.09728519530479,146.03819724408496,214.3144554712673,317.4512161723534,507.0544237052483,747.4977294163675,909.195972133492,1253.942012368812,1620.4631464349188,1739.8823708977793,1818.7027806388626,1839.33665149465,1653.6531504383593,1375.224131155656,1179.5999582168554,932.5042326859004,785.145584712374,662.2930202996113,558.7495607741364,509.17652924934515,483.57170690209074,475.9412438604231,452.52195856734,446.9614303619982,443.3161738121303,447.771717207234,431.8590552756192,428.4959191091807,421.53925858291626,427.96896350388613,415.033568321665,408.54510727315903,392.2816246002144,389.50044053224235,367.29708154339806,364.2151311454808,365.232976097046,390.97488172723183,411.04750657564375,457.09611725824317,504.7735707146007,567.8630331262052,603.2437194394113,678.8143089806453,695.867773954214,770.8464410902368,822.1313320874674,892.900827737663,906.271224545656,925.6730950094886,838.315982529997,739.2836238782496,603.4847320042365,478.40849181560094,361.70555937838265,294.7327954421602,227.99837436800547,190.80901303941303,154.79162921749648,145.43956547971118,125.44919225196008,124.98756491564389,119.89299238380077,115.08898372096071,109.88609890179809,112.9982045155856,107.72100484661878,102.25409435487578,95.56415593334005,91.6469027161685,77.40381744663556,64.38986789697178,49.62794925898272,35.02468462163438,20.68586407355149,10.584201231696012,4.073305375086025,1.4895524333368615,0.910844635852792,0.7001691675873853,0.2450198392999241,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
