link,line,dir,order,from_nlc,from_asc,from_station,to_nlc,to_asc,to_station,total,early,am_peak,midday,pm_peak,evening,late,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200,0200-0215,0215-0230,0230-0245,0245-0300,0300-0315,0315-0330,0330-0345,0345-0400,0400-0415,0415-0430,0430-0445,0445-0500
EPKu_DIS_WB>DGEu_DIS_WB@DIS,District,WB,4,571,EPKu,Elm Park,555,DGEu,Dagenham East,8330.220384316042,1439.7939739633186,3310.689378626013,1964.0898062032106,1227.365508769613,302.5966912860065,85.68502546788051,35.6327527544706,58.90105269892899,116.51653587937074,163.27438096242992,200.50718693674173,244.38902463648293,304.3623904898028,316.210649605091,354.5508183201976,389.767266454592,409.6181369112038,383.38111909900624,379.11228322594934,324.74322192622145,277.8692932340573,221.08309493015776,187.96529330862847,144.36635557676783,133.09211035535156,105.14038528387984,96.10402529805222,87.9397198957285,82.70738476358392,78.2348271929233,76.0743113033802,74.06599212974109,72.25515404157443,72.11335267013276,72.71843735320986,74.22746194800582,74.77986638979799,74.38287881627693,72.16675820841994,70.59799584644873,69.40767229694842,71.57192209093651,73.37197724135058,72.17397245507482,69.33255327744693,84.98069788079513,93.42956541043523,106.19246756058638,118.18646612330653,127.07434600905466,128.80846947434756,133.54711171892933,135.98122804003071,130.218457555073,129.8390906162281,117.70297666745309,104.35235942449086,89.33221733204722,80.89797311910175,69.00116456659867,57.9774055853084,49.707054670004126,39.52851887130171,33.46444216001012,30.93044912078298,28.320458636527967,24.50248482291832,22.674984130745024,22.54219455923332,20.901546934563868,20.35040635980127,20.42320659427652,19.718139398519618,19.23985969732583,17.126246800943512,15.75241755187568,13.03216420256976,12.336343736704244,9.31126889468667,8.140421286452677,4.995190221463358,3.354962652869892,1.2702399761052225,0.36577014420948706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGEu_DIS_WB>DGHu_DIS_WB@DIS,District,WB,5,555,DGEu,Dagenham East,556,DGHu,Dagenham Heathway,11966.712998939747,2208.4766646626663,4606.626855911809,2846.142150209589,1716.02020315118,456.56320551849467,132.88391948600378,52.8658166209099,91.18408251717173,167.09914718543365,249.3884530533204,313.0392904438895,373.83107304776945,459.51713958677124,501.5516622074007,495.5833479535736,551.8054645957646,586.8828583190492,540.305570778447,490.79449026883856,460.868279300043,367.3887248392474,293.05611208411216,250.18607078701552,211.3349846071611,192.11575445993287,166.30519791862378,146.9411635653316,135.88319114524896,130.52802225631348,120.706504385319,115.78086827497748,112.58035705473142,109.89541144689251,107.55517636863354,107.58932326889317,108.2690345105349,107.94785541587433,107.62327702959993,105.87806409705126,103.26748766429512,101.14512769672669,100.82257023516404,102.44578107491407,101.09768773776422,100.53339891358851,110.87933673222824,133.44558389193912,148.18392623988274,158.43800423362222,168.7049969700626,176.73020472729945,180.61326832563668,173.40929749639162,175.54950712006948,175.09839208937734,162.91504085971752,147.77468314502534,131.77883206768604,120.36908600079903,107.38215876162928,93.8602995490499,70.53943300849849,64.79158256034299,52.03404986435291,43.37063960035037,39.34405988455819,38.55584352039496,35.97975720695573,34.79351792394648,32.637025461628504,30.826583687938665,28.75635896928575,29.398776781335847,26.075010057404228,26.026741793850036,21.79621710541526,21.17744092872489,17.113466409062823,16.468889064354023,11.809776657635776,9.722390245487276,4.817207712480904,2.9114627172095284,1.0403268517832784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGHu_DIS_WB>BECu_DIS_WB@DIS,District,WB,6,556,DGHu,Dagenham Heathway,518,BECu,Becontree,18571.5917298,3571.791613377258,7118.675361999575,4453.315721159546,2496.562901032389,726.4954047213236,204.75072750991689,93.59853478944669,160.0732557833485,271.2061913732033,427.5272065262779,552.3624655308623,597.4171771397941,705.2786516404226,764.3281305939026,761.3869944255905,756.0981812445655,890.1631016327943,797.8939504997804,763.8400689117569,670.8363129502,634.7797402118754,444.50653654716547,439.2131787823122,353.3358470193407,332.55081722949865,274.0706325446945,263.186480534211,225.7909615075319,214.65882282055367,199.51532412339805,190.6706801135354,185.17589555821314,180.8507950781267,177.37803326506463,176.53102789572876,177.1988523804796,175.3490509007059,173.11666551506323,169.5383859105396,165.69473635857122,162.3625231688137,161.65110927146338,162.24980704314277,161.26638955626623,160.33064772336928,171.63987745018386,180.4687705745754,192.11155019566706,206.32614315240392,220.25319106193723,220.71358738893014,245.72744434838896,250.1519545437069,257.6031264506224,257.13933064115577,242.80424958746994,219.84211720885503,199.56012260633975,179.37988714119882,151.19615826375616,150.43248632574523,122.01243652622085,106.39461504612122,85.20406652069227,79.75430607865678,64.11854470844963,60.77067660358997,55.74993452807975,52.75454501862036,49.77736480841716,46.06372331751753,42.82725816317895,43.32772266096492,39.75264726703507,39.94377293354539,34.63059486743359,33.507412346605506,27.20916035283796,25.51386910555081,17.692012778706946,14.029788944891898,6.958197260041574,4.1898736218042,1.076045298499025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BECu_DIS_WB>UPYu_DIS_WB@DIS,District,WB,7,518,BECu,Becontree,738,UPYu,Upney,22376.139733209962,4425.911219821448,8731.814995828086,5302.672656351862,2840.9028370533333,835.9611822198206,238.8768419354226,97.92940906646234,170.67909787615991,305.98195622982115,492.3436310152092,662.5064891246542,776.4690950746207,918.386600261936,1001.6149411725844,999.4527108042068,976.1055111953951,1022.7628534046696,976.810218908759,873.6993720071262,810.5757780719514,716.3526408888068,611.6315419239992,511.3813499634422,466.3180081674216,392.7137630687149,374.01124742359366,308.3129624136618,287.57232989735485,264.30677738286914,247.3787275866395,235.25505953418946,225.48772733567628,219.91704634771105,214.52176252783443,211.1065150951938,209.15731022049437,208.56398543403742,205.43541548242666,201.45294327950336,195.8139829446157,191.87858235536027,188.88448597088012,188.59046998446047,186.8782960473144,185.06311794627163,193.78204940834073,205.7008634640534,229.28105767482842,236.5151064612277,261.81608155691623,264.72822387390374,276.54767106513543,269.65634592223716,289.183249064195,268.97372388700165,273.9394674364944,255.00824034796673,242.54291490156174,205.89600220794534,192.62044838332213,162.82523927173273,138.9813106918375,113.7881860261225,101.66632983391466,85.79776143356526,76.32734506483305,71.94499336599274,65.29466892385483,60.87934214015466,58.845810254382585,54.77141398425185,50.86572317901936,47.135394634631254,48.64421337909778,42.613430601648375,41.159948729221924,35.888716154876676,35.31778233611202,27.644182764094623,23.963612242113857,15.379390599232472,11.313994176348558,4.504693927640309,1.091090404133791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPYu_DIS_WB>BKGu_DIS_WB@DIS,District,WB,8,738,UPYu,Upney,514,BKGu,Barking,25298.66275741496,4802.069976515676,10083.316161326662,6019.826801215795,3195.771571416043,941.9546109012498,255.72363603953255,111.81147758028324,169.86111826248222,350.55296122069797,519.1878628242423,725.000597555811,874.7856636381534,1011.1110431175633,1039.759252316442,1071.1651083900779,1054.660967399276,1087.930511661509,1141.2882666169257,1056.145178747841,961.6881960177474,886.4770348703618,761.0686776349439,592.4475540683068,548.9894770195615,497.5363205481052,423.918868352006,354.36869708420056,330.3118238529105,303.7524185765765,284.2934826978849,269.85794866568597,258.32547743008996,252.60814834076024,246.2855766288455,242.18976191964816,240.1145849364396,240.07329304779967,235.85369499150715,231.2869189944637,224.53804282520042,220.62092775185,216.6503968241185,215.19101138617944,213.2711961881907,211.50644531088182,221.05564636577225,233.82006908914934,242.93991304662123,253.09728425589594,277.8140410051235,276.224101783959,304.7708917641316,303.82175455566903,333.89057780822486,314.67943786414787,309.30992909848965,275.54065740954906,282.5770088511135,230.60536153107648,207.68667895381373,189.58718634854438,167.07798544732435,127.7975041025889,113.91362023484818,103.29682536110155,91.8966066322462,79.35688610213566,72.02749761647182,67.16445280478345,64.96286027716485,60.40731998604686,56.30371129350594,52.00907908650803,52.818247403848446,46.242054791206435,44.0429960720538,38.10465299641301,37.42201905134331,27.916792811179572,25.410116846431166,16.577786453328432,12.24862416679664,4.970236223152375,2.788356627627799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKGu_DIS_WB>EHMu_DIS_WB@DIS,District,WB,9,514,BKGu,Barking,566,EHMu,East Ham,29002.8026248768,4979.893848639315,10386.156806128669,7638.519449438887,4275.226624979801,1360.1062674702885,362.89962821984705,69.98118257619839,183.00510648651613,328.09860535262123,513.5349513385803,760.0153197293012,957.6116233722546,1063.5529513613083,1104.0941084225353,1138.8615715349802,1027.9807693620587,1120.5682721094706,1081.1619385479935,1065.1109891585122,957.6274614332191,924.8447476607405,761.5154245419373,668.5375447674336,594.9814999708151,549.6369624816916,495.3296245598165,419.64656197443855,400.1105039915596,375.07425195772544,356.2436666336705,337.30998443315036,321.7097205401032,313.6295954645818,304.6570304746338,294.7690769640305,297.59032102155527,299.9992119182924,299.8102073528121,292.0727122005112,287.80772840283225,285.4297036921338,282.41322742928173,276.78125234508383,275.77525514390106,276.29162407509693,289.76595164494705,296.91331550313305,324.82358411220673,354.2763437579422,375.6186184052639,392.297161124714,392.4367202043296,417.12008050119607,424.8378634092277,423.43630800552216,389.8564282015766,408.24545402389026,360.401817989844,309.6755632196024,272.2636793400563,268.32239955175976,216.3331494080828,187.510332472803,169.2214680034463,152.9954006441711,121.7772832196699,113.24396703315068,102.41698142818154,97.94907856780077,92.90851205842742,89.59927253162394,82.84069568604005,78.4043813709849,71.23889445398896,67.8344690248471,59.00980627688244,54.672621286984054,46.52098747214711,43.45973995772714,33.492829281885236,26.949706872050612,15.91236665695794,10.256248599893254,3.520110213554223,1.2707425769178857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHMu_DIS_WB>UPKu_DIS_WB@DIS,District,WB,10,566,EHMu,East Ham,739,UPKu,Upton Park,37908.23999317049,6343.6444297372345,13725.874417320876,10277.401032838221,5286.497093785203,1792.3306979737495,482.49232151522006,97.89651955438143,219.9908615291302,395.9784569671216,657.3488399667569,989.2401104561659,1177.5518113527937,1337.1787921659034,1468.4590377449822,1493.3432250306469,1427.0337888038803,1452.216433605708,1424.8054825410654,1308.213164044807,1263.2951521318014,1150.2686493120905,1045.0536500506287,927.4386092339494,854.5216607045636,729.319429549576,650.3651723121623,568.3595067279362,528.8195646989144,507.64937893096567,470.9996547064428,460.5932951162415,435.4975034631902,417.7795564254126,392.5489299951274,396.46086929102876,392.2459101361926,399.1988581617252,391.5085156317987,402.3326347673435,395.7813878830477,394.19174989226997,381.7717439777276,386.82369844182665,377.0872944078293,378.11612922929555,393.8493182610613,408.1198957145828,437.5733128330461,464.8816961898036,495.2106279554152,494.1061002172826,497.6284195032801,504.6534082618812,548.8352137574814,517.1944141503981,486.76309323095,492.2614882702231,452.5205669755504,363.7955478032963,332.8930576492386,324.2426877800528,271.60309618556926,235.49535164682652,210.087105862046,192.6117042977727,164.59255379261361,151.45520033084608,139.1495561991768,132.70510636858646,126.9513447968425,120.97073949361146,112.67938762924608,105.8959103308799,99.73673722530144,90.11658524899082,82.25366792493719,72.29086262127926,64.11617983983062,53.096708455372365,43.91982290479675,32.46495347956538,22.680173591241463,12.515183985166715,6.335877515731196,2.7023059483082807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPKu_DIS_WB>PLWu_DIS_WB@DIS,District,WB,11,739,UPKu,Upton Park,676,PLWu,Plaistow,44694.26947784353,7227.153000618237,16311.83123664956,12287.11945025386,6186.909348252742,2124.14439053557,557.1120515335618,111.31280975478498,205.87203656142896,389.8282211094303,763.1167349030783,1062.2964924771663,1367.7740365916598,1549.6883490772216,1777.2643201434669,1654.3274249634603,1651.5188480305362,1603.907635223025,1693.5467474021477,1522.6573547413486,1541.490821873519,1424.3817178085746,1342.1404919573952,1104.694503889665,1039.3136182662897,910.8430988773073,823.0089736162888,682.1242644175227,665.7502438325632,609.4019110185211,563.1841223303622,550.2845864113724,516.4772174137777,500.85942297797783,466.930945167397,471.34924612362056,463.52135443411066,477.81525739968106,467.80163459824877,480.9599054021441,471.95955045906953,477.56463894095657,461.47441960219254,466.7648868024014,451.5923642483233,458.479622090829,447.8722830887749,492.9493732032604,526.9507408413331,545.2573745079,569.7940849415218,593.5715317132049,585.469122696959,559.5408486018957,613.0802763533561,594.7904872195536,582.949439185506,549.1226914981337,534.9686768495062,449.8818614550496,414.7915477984036,371.88217909920905,336.86068578196404,295.6532121884434,259.70437351220465,225.51048912028693,198.91280918825345,176.61877757662492,159.97455613033588,153.55917517271376,145.82070336447453,138.99620138221223,129.556774584557,123.68091555799191,116.15640275747154,105.4190593890057,95.4894588587274,84.83007270084221,73.79588579514376,61.048551091570715,49.56964921582497,37.08942831123461,25.298753421970375,14.189722718045928,7.0957288771631575,3.285741154032993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLWu_DIS_WB>WHMu_DIS_WB@DIS,District,WB,12,676,PLWu,Plaistow,757,WHMu,West Ham,47797.91988693457,7626.022792653831,17689.720417527464,13046.918211539572,6586.307558408258,2268.3751885214215,580.5757182840246,78.12378310480884,177.11901709649874,422.51195513410914,734.1457417574431,1149.6175998023234,1522.1871614379447,1690.1217015597595,1852.195832760944,1881.3237952548106,1730.9327742339037,1635.7165864388123,1772.4061714401873,1656.6370927549829,1595.2410512858887,1589.9195398816,1473.2855421846102,1275.113480278218,1171.9101215741603,1025.131213325942,882.1030488743463,802.2686976513378,715.3019988164094,632.3630823529868,623.3335825608756,589.3545423213484,550.0877613814127,518.2627904854046,519.9535330282038,501.20604634982624,490.7947766423434,489.1157880942044,513.8457355502965,510.93613126688547,501.3011319790777,488.19918135749026,510.45920816928043,495.79605378855206,476.8368875339198,467.0197774279976,494.63696427196,485.58068698492025,524.6891081467348,546.8559228908739,598.7188224872286,583.793228101101,623.0433068472288,599.2464007040296,656.2059755682596,632.455593348677,644.2421156321122,588.0360080211747,571.5504527015048,486.38351884445046,439.9912027734629,388.1027136418795,373.25704222437673,324.9919491848143,280.62455781927565,248.58845249136766,223.47690995755846,184.19898895503562,165.37169263950543,159.0076504500444,151.15021367853,144.529867081464,134.63106523133118,129.94680153806678,121.85703949442748,110.97542917362186,99.73798011871708,89.00099624976602,76.46871545299663,62.03214869283654,50.98146421162422,38.461675413693456,26.011619424437093,14.772173017702915,8.69279223432099,3.440724294307708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHMu_DIS_WB>BBBu_DIS_WB@DIS,District,WB,13,757,WHMu,West Ham,530,BBBu,Bromley-by-Bow,39939.02011544992,5789.680151718472,14976.864152257884,11362.543966141124,5344.143249204872,1895.4596441990866,570.3289519284963,51.44436883126911,126.9670356502956,258.970779524925,502.1956447484051,847.6267182001336,1139.4212191773045,1352.290792192273,1510.763593393866,1602.9971178060132,1416.565659923377,1446.478746189089,1433.8008631008665,1452.7031830550336,1318.5828605345398,1416.7454021249991,1230.986982674392,1108.8051600648341,953.3500801460843,871.8501986332028,723.9978980054492,679.9337765679545,635.5281312719117,573.1781002977358,564.8049435814709,531.6534246517269,497.00215392423365,462.7354535507306,461.39590518101363,441.45468671652645,436.36831553503885,430.95779209143586,450.2921017967811,451.2381489109116,447.00674631060645,427.60136943993507,439.5911496847249,431.42628438131896,420.29291306573407,402.4547778774996,415.02405567404395,425.65934447213067,422.68726134145203,445.71615334885104,468.54097646735516,486.9821979442697,487.03162400075394,510.96118248475057,518.7953800126296,529.4679545905633,497.8636979016992,480.4190760965413,439.4092436884864,406.3664094858327,349.0123254397006,337.5697144973375,300.2644430623066,271.6344976793639,227.88965854700385,210.6527527182276,177.326802718147,155.30217148923458,142.60116618418704,131.99189004652015,127.75978085488894,120.57595656075064,114.85835422662757,109.84686602490598,105.01974714922973,99.13574323633091,90.34071649918833,84.03340612859834,75.08223239340575,65.5670639611193,53.66957314305553,43.14344344514227,29.024076965576345,18.340413776609928,9.16967945568286,2.8226029237866976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBBu_DIS_WB>BWRu_DIS_WB@DIS,District,WB,14,530,BBBu,Bromley-by-Bow,528,BWRu,Bow Road,41909.974708984635,5476.993775791589,15875.79528236463,12105.672844544475,5790.6432450481025,2074.1490495343305,586.7205117015011,49.75343729655335,123.04128782704184,222.0838822392024,500.5760730228842,780.2343120254077,1023.0155591761971,1280.3606929985617,1497.9285312057405,1522.851084713491,1453.4439962013853,1522.7608709813421,1497.0448682248289,1505.562340822621,1429.9576186655654,1499.384923589732,1355.9923109647953,1241.7011109780938,1058.6203580446108,975.0048892490731,813.4709099290941,743.4040026587061,651.1661828659217,622.8019951082929,597.5494536906532,562.1413259339681,512.923225981274,507.89555850482725,490.58837853040427,467.5848499203945,447.4780321416309,470.41161290749324,478.4306038537694,477.60480407271484,460.1158354932657,469.07600617302285,467.9931572896022,456.9431533551702,433.8907307441316,443.0128700067985,445.724497862387,461.2015857728925,447.6332294326828,476.6903547525411,513.4113974919311,533.8538618489475,505.880798421132,566.554457740144,562.1593760007801,556.9468304294555,531.252921500248,519.4068089271246,464.36540763910324,463.8411692104453,393.3853850259211,356.749777394828,336.2464509099733,307.7713335855779,248.56441577213812,230.32238515112863,206.69871069487638,179.46312631127884,151.17078263538502,138.9846084525568,134.57604434232582,126.7371984183459,121.49873167030935,116.79073886326475,111.57097363714283,104.18167990515855,94.80458010680962,87.23695274760492,77.26849950439737,66.32899708086421,51.718215645317315,43.217571966851835,29.23788878299542,18.288612790504835,9.205605125086647,5.231908045910328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWRu_DIS_WB>MLEu_DIS_WB@DIS,District,WB,15,528,BWRu,Bow Road,642,MLEu,Mile End,44734.11170836659,5468.142549501537,17002.217465650185,12958.997588831926,6322.54609048799,2277.9406612533244,704.2673526416036,50.748949115727235,81.83436104881574,226.86805943008645,438.58373526965966,736.0387361548546,1042.4221964890585,1353.243639547835,1538.4028724455002,1592.781668109369,1577.9913510585443,1521.9974265733083,1607.6261555574222,1569.3787933622502,1618.8863899147252,1584.8994946400203,1573.5665264039567,1305.7758002254157,1170.4815375164098,1000.146523506053,878.6857987827095,755.9288867926368,705.5156120471036,662.7790715035735,644.2812053434219,615.2193349337348,558.1274247905312,540.9903672343032,530.6245095356303,509.079542311264,480.3559580234149,491.59568947998173,508.62286577479733,513.375330226897,494.7499159276399,495.3293951460687,504.79424155658603,497.03413607696166,469.3448929018466,465.27501863979546,474.94192443778377,499.06312998474306,478.0278057002902,508.4914913502266,555.4498391126951,577.6176857379639,564.5394153148155,602.9142161392896,623.6457349518957,586.6751584146084,572.608560536022,537.3570446198452,529.809013046975,480.10136391723427,447.0639075678796,413.2333340854287,386.9806561560324,318.30418828404413,278.05142059716866,252.20486091046484,209.07838121294805,181.66394172988714,168.50016978109508,153.3758200311103,148.0824251426146,142.0429338612435,143.3994725971009,142.37003424862016,140.86701285702713,130.35796384936657,122.17598079189709,102.5332882214561,89.54206665668471,72.08812044783262,62.150697538554454,48.49711044232366,36.63064230473558,21.23850076074945,13.472901055712796,5.580080572290557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLEu_DIS_WB>STGu_DIS_WB@DIS,District,WB,16,642,MLEu,Mile End,715,STGu,Stepney Green,39526.98652153506,4699.8143427553705,15486.683698610159,10925.893784309152,5503.750411936534,2131.0180458632913,779.8262380605407,59.963960622946196,87.68029034438196,218.6267638300149,409.7594261861708,628.155089588108,906.032981285676,1111.4268826940133,1278.1689482040588,1354.2410734229254,1380.9900121027285,1336.6695622394373,1474.5472489075519,1462.7997676373413,1443.4647077658228,1443.0342704255972,1424.3568709810604,1235.9271026841202,1114.052412152921,979.211638998747,837.3890312919077,706.3688458023012,615.7811949145346,545.0740042896091,537.1278580171604,509.6827302730842,463.17141802834794,447.27813531150855,439.5891109758047,420.25149392641686,394.85744992181594,403.90531948306165,420.52891273455987,424.507656226045,409.3800047335868,413.8201756393391,421.65295644328467,412.7389717474091,392.83078357100146,397.5016435881489,412.4734029868985,413.85913181640126,410.7776035061498,441.4853348290944,471.24964554359053,467.95546576059184,484.5056012695827,488.4878911113142,506.8985981502327,503.96934784904084,514.615400324896,487.68956644606146,498.9961311871494,438.5556588897268,409.0906934924699,358.83538587895737,344.15067157651004,286.5900409706853,263.8844937463661,222.35190900878132,203.27720501154334,165.5346225841455,154.7498006616727,143.86482824231095,139.7390257791695,135.50656451058182,137.05833314347012,139.29718809404304,139.16403411052173,132.16001115028837,127.19669640525825,112.6755326589331,99.69670510811821,85.94737379120392,75.55280585554954,56.77520366783425,42.530496365145225,25.62177076915293,14.676102100111578,5.074585428495519,1.9189547604497976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STGu_DIS_WB>WCLu_DIS_WB@DIS,District,WB,17,715,STGu,Stepney Green,763,WCLu,Whitechapel,41306.97557202469,4462.2589830802945,16010.41951535231,11553.462406495073,6183.458314118354,2314.6032388609124,782.7731141177471,24.132008705410897,88.83659377198728,196.61643498981823,355.6793372254724,587.2151453263199,881.9672308321442,1064.3684251882692,1263.4438070408721,1383.4560212089386,1419.9482660737851,1433.6275973921154,1489.039272304858,1485.4409617362785,1482.8274111890253,1540.8154370819416,1417.9217513176386,1307.59662164344,1176.9085554317533,1017.5726041496423,855.2650158228935,746.0399644610915,669.7589671031337,593.8123179819243,585.0222708168405,503.556978015971,497.0959596987294,462.24252371261207,455.1586565571208,417.14213473689733,427.68860619741025,423.67497459221397,439.62865936642606,424.1697845100281,445.8644707002112,438.2661381134045,443.3267020760667,417.9208812826256,434.561496411628,427.43880286517316,441.35428185364214,424.8040501303185,462.61051059175486,471.5046554829339,500.8186192369137,522.567246239281,545.1727555341413,537.8343026805842,569.937336212108,587.0358713459268,555.9359018728562,551.7893438143318,562.5275148750195,511.71860391076876,444.45399920338326,410.3927011469575,384.0927372829951,312.29629823941383,284.12656904686264,255.25339055241633,232.54531086626952,192.353688165852,178.96632956141042,152.5286747918675,145.04173005793916,138.65248825112,139.3927244661408,142.5212251351058,140.92480972651424,133.1929966707823,128.19946523498243,113.2343393609003,98.9831327977459,85.8746088056321,75.27332658804062,57.43993152983451,42.769286574847484,26.263856150550943,14.667841768827714,5.3221278573339905,1.5522007782687886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WCLu_DIS_WB>ALEu_DIS_WB@DIS,District,WB,18,763,WCLu,Whitechapel,503,ALEu,Aldgate East,41216.067758845355,4271.155520692,16039.447212049883,11517.157927845601,6217.110082190268,2303.759172480985,867.4378435866117,23.605165878616543,87.60428900528535,157.35274957054597,305.6350360219371,586.2032307301472,811.9772147441466,1064.3610222965315,1234.4168124447904,1423.8165068128167,1343.196375843615,1406.6731996741269,1377.4971955870496,1537.1669918224688,1465.8045070496182,1557.670985131651,1452.2978501607336,1411.5843800429516,1155.9201593380235,1030.150958239728,877.6681023471023,774.2905128878367,632.0351061197357,587.6807037201186,559.5021584621918,508.024123563011,492.61426098906645,473.7464499271437,470.9377758936194,434.74861221809954,432.8678989981792,434.14073941595393,450.0692569053536,432.0990881209944,437.1020417229473,435.27900186881567,442.558346759828,418.28891639489586,415.3518583850499,420.73080869668655,433.5595727964099,419.60667893288513,439.7327463788125,485.1342682424737,487.0570004454934,509.1815119076802,540.1088715724699,559.601601260676,543.5224590188132,597.4650554386179,571.9521393815196,566.6936335768601,546.3657067009453,528.3845144321868,449.9750942678442,426.5817151733331,377.27777945932144,327.209590728723,278.01327155609727,247.79700016155084,211.00896124006493,184.66781429379103,167.52139581046578,156.12523611028044,150.84653076595993,145.49676218631362,140.6745621896402,146.66330453630434,147.73474290179348,143.56612011809946,137.13830043055765,128.13025397128285,109.08914157953888,97.81665410280078,81.11038873793915,64.51679698613597,47.89666726251082,31.843448494657668,15.556266109014036,7.905732609540511,2.868073184533869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEu_DIS_WB>THLu_DIS_WB@DIS,District,WB,19,503,ALEu,Aldgate East,731,THLu,Tower Hill,46918.62339256416,3952.3002704208743,16298.936561599498,13590.884882072649,8597.370983559627,3338.0092783180544,1141.1214165934568,25.04053537552042,57.568272250684956,114.1113243889811,294.7802828494713,512.8013000383426,771.8887940359807,994.927468049483,1181.1822934324102,1353.0687173754134,1377.7443854825183,1346.8779728389586,1371.0014211748323,1559.930935178912,1459.2651440094573,1533.54197250976,1533.2860510933547,1466.3527846177642,1234.289501257002,1129.2251631512872,934.352512910239,836.5066415222791,739.8353773110334,654.3307710848692,609.9362755944878,623.1991673199661,571.159293541387,556.4412128650299,532.6440234181323,548.547564872525,512.660451174251,516.8615199280152,512.439363551415,543.3749174468154,522.1238927225021,524.494471466584,510.60539110593106,533.1021804499337,504.33954628578914,513.4911770968424,508.07223301697957,546.3145099309693,520.6449221830387,567.8873440044291,581.8726341794458,644.7248696701529,640.5647343955225,730.4960184158203,741.3982918892088,825.8263722282143,801.0089391530144,847.3324480983365,787.2720443337465,770.575151630461,654.2178504595664,626.1571061541973,527.7971571313881,490.2605692126833,408.3688254158425,371.102270053793,309.5845269469693,277.7825569166257,231.47334264645858,220.3247377659622,212.2201564451938,206.8747462242335,202.15124741268187,206.36403081061098,201.50226846699945,190.7237707960601,180.13517490663963,166.99219169377284,143.85049081495674,127.32185966317013,102.5348386263723,83.40836584246061,62.56363349210935,41.69517982534106,22.142887183848565,14.788568052200656,4.964455696524814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
