Source Station,Target Station,Weight
St. Johns Wood,Swiss Cottage,8
Brixton,Stockwell,716
Aldgate,Tower Hill,48
Blackhorse Road,Tottenham Hale,669
Canons Park,Queensbury,227
Holborn,Russell Square,15
Neasden,Wembley Park,106
Monument,Tower Hill,76
Preston Road,Wembley Park,98
Leytonstone,Snaresbrook,62
Finsbury Park,Manor House,242
Borough,London Bridge,96
Stepney Green,Whitechapel,27
Bromley-by-Bow,West Ham,113
Wimbledon,Wimbledon Park,299
Gants Hill,Redbridge,260
Stamford Brook,Turnham Green,52
Harrow-on-the-Hill,West Harrow,74
High Barnet,Totteridge and Whetstone,83
Goodge Street,Warren Street,9
Becontree,Dagenham Heathway,315
Paddington,Warwick Avenue,129
Moor Park,Northwood,16
North Acton,West Acton,29
Kingsbury,Queensbury,181
Bond Street,Marble Arch,30
Chancery Lane,St. Pauls,7
Chiswick Park,Turnham Green,39
Ladbroke Grove,Latimer Road,24
Finchley Road,Wembley Park,131
Paddington,Royal Oak,133
Barkingside,Fairlop,83
Kennington,Nine Elms,37
Elephant and Castle,Lambeth North,94
Earls Court,West Brompton,109
Monument,Moorgate,153
Barking,Upney,756
Caledonian Road,Kings Cross St. Pancras,103
Sloane Square,South Kensington,22
Canary Wharf,North Greenwich,428
Harrow and Wealdstone,Kenton,204
Plaistow,Upton Park,164
Oxford Circus,Tottenham Court Road,65
Burnt Oak,Colindale,581
Knightsbridge,South Kensington,9
Ealing Broadway,West Acton,166
Arnos Grove,Southgate,187
Golders Green,Hampstead,115
Ladbroke Grove,Westbourne Park,28
Earls Court,Gloucester Road,190
Pimlico,Vauxhall,74
Embankment,Temple,37
Embankment,Waterloo,155
Fulham Broadway,West Brompton,56
Hillingdon,Uxbridge,78
Clapham Common,Clapham North,146
North Wembley,Wembley Central,123
Hounslow Central,Hounslow East,108
Burnt Oak,Edgware,387
Archway,Highgate,143
Finsbury Park,Highbury and Islington,165
Shepherds Bush Market,Wood Lane,77
Royal Oak,Westbourne Park,23
Lancaster Gate,Queensway,11
Fulham Broadway,Parsons Green,42
Sudbury Hill,Sudbury Town,38
Leytonstone,Wanstead,74
Monument,Waterloo,173
Green Park,Piccadilly Circus,29
Amersham,Chalfont and Latimer,66
Kentish Town,Tufnell Park,30
Finchley Road,West Hampstead,73
Moor Park,Rickmansworth,13
Alperton,Sudbury Town,93
Buckhurst Hill,Loughton,38
Kenton,South Kenton,94
Kennington,Waterloo,148
Dagenham East,Dagenham Heathway,325
Croxley,Moor Park,15
Roding Valley,Woodford,45
Bounds Green,Wood Green,330
Totteridge and Whetstone,Woodside Park,79
Becontree,Upney,198
Colliers Wood,South Wimbledon,298
Aldgate East,Whitechapel,52
Kensal Green,Queens Park,57
Finchley Central,West Finchley,137
Arsenal,Finsbury Park,210
Brent Cross,Golders Green,129
Camden Town,Euston,213
Belsize Park,Chalk Farm,44
Croxley,Watford,41
Balham,Tooting Bec,159
Chorleywood,Rickmansworth,18
Gloucester Road,South Kensington,57
Debden,Loughton,74
Harlesden,Stonebridge Park,74
Earls Court,West Kensington,170
Barkingside,Newbury Park,168
Cockfosters,Oakwood,90
Southfields,Wimbledon Park,70
Covent Garden,Holborn,27
Liverpool Street,Moorgate,242
Gloucester Road,High Street Kensington,52
Snaresbrook,South Woodford,45
Latimer Road,Wood Lane,42
Greenford,Perivale,100
Charing Cross,Embankment,64
Mile End,Stratford,436
North Ealing,Park Royal,9
Leicester Square,Piccadilly Circus,29
Barbican,Farringdon,47
East Putney,Southfields,130
South Harrow,Sudbury Hill,40
Earls Court,High Street Kensington,109
Notting Hill Gate,Queensway,21
Stonebridge Park,Wembley Central,162
London Bridge,Southwark,89
Eastcote,Rayners Lane,78
Monument,London Bridge,256
Rayners Lane,South Harrow,52
Oxford Circus,Piccadilly Circus,33
Manor House,Turnpike Lane,182
Gunnersbury,Turnham Green,56
Canada Water,Canary Wharf,381
Baker Street,Marylebone,47
Colliers Wood,Tooting Broadway,311
Euston,Kings Cross St. Pancras,212
Hanger Lane,Perivale,68
Stockwell,Vauxhall,174
Ruislip Gardens,South Ruislip,44
Charing Cross,Leicester Square,76
Canons Park,Stanmore,109
Baker Street,Regents Park,26
Bow Road,Bromley-by-Bow,53
Grange Hill,Hainault,97
Kilburn Park,Maida Vale,30
Gants Hill,Newbury Park,283
Dollis Hill,Willesden Green,139
Chalfont and Latimer,Chorleywood,44
Boston Manor,Northfields,44
Angel,Old Street,43
Green Park,Victoria,181
Epping,Theydon Bois,151
