Source Station,Target Station,Weight
Oxford Circus,Warren Street,0
Monument,St. Pauls,10
Sloane Square,Victoria,0
Barking,East Ham,1053
Colliers Wood,South Wimbledon,247
Blackfriars,Temple,45
Finsbury Park,Highbury and Islington,149
Oxford Circus,Tottenham Court Road,0
Burnt Oak,Edgware,309
Lancaster Gate,Marble Arch,0
Arnos Grove,Southgate,144
Preston Road,Wembley Park,0
Brent Cross,Hendon Central,35
Elm Park,Hornchurch,79
Buckhurst Hill,Loughton,39
Farringdon,Kings Cross St. Pancras,120
Leicester Square,Tottenham Court Road,0
Cockfosters,Oakwood,59
North Ealing,Park Royal,0
Gloucester Road,High Street Kensington,49
Finchley Central,Mill Hill East,79
Baker Street,Marylebone,15
Lancaster Gate,Queensway,0
Canary Wharf,North Greenwich,255
Chalfont and Latimer,Chorleywood,43
Arsenal,Holloway Road,17
St. Jamess Park,Victoria,0
Leicester Square,Piccadilly Circus,0
Plaistow,Upton Park,0
Leyton,Leytonstone,0
Edgware Road (Bakerloo),Paddington,19
Shepherds Bush Market,Wood Lane,0
Edgware Road (Bakerloo),Marylebone,10
Roding Valley,Woodford,0
Oval,Stockwell,0
Stockwell,Vauxhall,0
Camden Town,Kentish Town,35
Charing Cross,Embankment,44
Clapham Common,Clapham South,118
Sudbury Hill,Sudbury Town,0
Stonebridge Park,Wembley Central,0
Ruislip,Ruislip Manor,0
Holborn,Russell Square,0
Chiswick Park,Turnham Green,35
Pimlico,Victoria,0
East Putney,Southfields,98
Balham,Tooting Bec,106
