Source Station,Target Station,Weight
Heathrow Terminal 5,Heathrow Terminals 1 2 3,0
Paddington,Warwick Avenue,0
Borough,Elephant and Castle,115
Barking,East Ham,1122
Stratford,West Ham,0
Embankment,Westminster,38
Green Park,Westminster,0
Oxford Circus,Regents Park,0
Gants Hill,Redbridge,155
Moor Park,Northwood,0
North Wembley,South Kenton,0
Oval,Stockwell,0
Stockwell,Vauxhall,0
Croxley,Moor Park,14
Northwick Park,Preston Road,0
Buckhurst Hill,Loughton,32
Chigwell,Roding Valley,26
Stonebridge Park,Wembley Central,0
Northwood Hills,Pinner,0
North Ealing,Park Royal,0
Monument,Cannon Street,47
Finsbury Park,Highbury and Islington,116
St. Jamess Park,Victoria,0
Colliers Wood,Tooting Broadway,179
Baker Street,Marylebone,17
Embankment,Waterloo,41
Heathrow Terminal 4,Heathrow Terminals 1 2 3,0
Edgware Road (Bakerloo),Paddington,18
Colliers Wood,South Wimbledon,258
Earls Court,West Brompton,65
Cockfosters,Oakwood,55
Caledonian Road,Kings Cross St. Pancras,54
Farringdon,Kings Cross St. Pancras,119
Northfields,South Ealing,0
Chalfont and Latimer,Chesham,80
Hounslow Central,Hounslow East,0
East Ham,Upton Park,406
Clapham North,Stockwell,55
Bow Road,Mile End,65
Earls Court,High Street Kensington,107
Finsbury Park,Seven Sisters,207
Shepherds Bush Market,Wood Lane,0
Charing Cross,Embankment,70
Borough,London Bridge,19
Edgware Road (Bakerloo),Marylebone,10
Ealing Broadway,Ealing Common,222
Sudbury Hill,Sudbury Town,0
Euston Square,Kings Cross St. Pancras,33
Snaresbrook,South Woodford,0
Moorgate,Old Street,0
Maida Vale,Warwick Avenue,0
Dollis Hill,Neasden,75
Monument,Moorgate,29
Angel,Old Street,19
Barons Court,Earls Court,202
Holborn,Tottenham Court Road,0
Blackhorse Road,Tottenham Hale,424
Highbury and Islington,Kings Cross St. Pancras,0
Debden,Theydon Bois,49
Baker Street,Regents Park,24
Camden Town,Chalk Farm,59
Tooting Bec,Tooting Broadway,0
Plaistow,West Ham,0
Dollis Hill,Willesden Green,61
Burnt Oak,Colindale,514
Bond Street,Marble Arch,17
Buckhurst Hill,Woodford,39
Kennington,Oval,0
East Finchley,Finchley Central,226
Embankment,Temple,31
Stamford Brook,Turnham Green,0
Monument,London Bridge,25
Epping,Theydon Bois,159
Green Park,Oxford Circus,0
Harlesden,Stonebridge Park,0
Barking,Upney,667
Aldgate,Tower Hill,26
Monument,St. Pauls,12
Northwood,Northwood Hills,0
Acton Town,Ealing Common,101
Ruislip Gardens,South Ruislip,0
Upminster,Upminster Bridge,0
Clapham Common,Clapham North,94
East Putney,Putney Bridge,58
Harrow-on-the-Hill,North Harrow,0
Ruislip,Ruislip Manor,0
Acton Town,Turnham Green,107
Monument,Liverpool Street,53
Ravenscourt Park,Stamford Brook,0
Bounds Green,Wood Green,133
Gloucester Road,South Kensington,40
Gunnersbury,Turnham Green,0
Finchley Central,Mill Hill East,61
Ladbroke Grove,Latimer Road,0
Battersea Power Station,Nine Elms,53
Monument,Tower Hill,24
Hanger Lane,North Acton,0
Knightsbridge,South Kensington,0
Green Park,Victoria,0
Finchley Road,West Hampstead,30
Canons Park,Queensbury,96
East Acton,White City,47
Charing Cross,Piccadilly Circus,49
Waterloo,Westminster,0
Leicester Square,Piccadilly Circus,0
