Source Station,Target Station,Weight
Baker Street,Bond Street,299
Rayners Lane,West Harrow,8
Oval,Stockwell,16
Bermondsey,Canada Water,503
Gloucester Road,South Kensington,259
Pimlico,Victoria,61
Blackhorse Road,Walthamstow Central,479
Shepherds Bush Market,Wood Lane,39
Kenton,South Kenton,14
Acton Town,Ealing Common,217
Northwood Hills,Pinner,12
Burnt Oak,Edgware,450
Kensal Green,Queens Park,21
Leytonstone,Snaresbrook,17
East Putney,Southfields,356
Kilburn Park,Maida Vale,23
Heathrow Terminal 4,Heathrow Terminals 1 2 3,34
Arsenal,Holloway Road,77
Kingsbury,Wembley Park,34
Finsbury Park,Seven Sisters,632
Stamford Brook,Turnham Green,18
North Wembley,South Kenton,14
Chancery Lane,Holborn,51
Upminster,Upminster Bridge,41
Becontree,Upney,104
Baker Street,Great Portland Street,180
Holland Park,Shepherds Bush,8
Kensal Green,Willesden Junction,26
Euston,Kings Cross St. Pancras,896
Euston Square,Kings Cross St. Pancras,249
Sloane Square,Victoria,53
Dagenham East,Dagenham Heathway,324
Oxford Circus,Warren Street,11
Blackhorse Road,Tottenham Hale,671
Monument,Tower Hill,136
Stockwell,Vauxhall,58
Liverpool Street,Moorgate,62
Mile End,Stratford,80
