Source Station,Target Station,Weight
Camden Town,Euston,1140
Covent Garden,Holborn,134
Elephant and Castle,Lambeth North,226
Snaresbrook,South Woodford,81
Gloucester Road,High Street Kensington,284
Arnos Grove,Southgate,365
Boston Manor,Northfields,142
North Wembley,Wembley Central,146
Charing Cross,Piccadilly Circus,141
North Acton,West Acton,81
North Harrow,Pinner,58
Camden Town,Mornington Crescent,139
East Finchley,Highgate,276
Cockfosters,Oakwood,297
Canary Wharf,North Greenwich,1061
Chalfont and Latimer,Chesham,176
Edgware Road (Bakerloo),Marylebone,99
Acton Town,Ealing Common,219
Harrow-on-the-Hill,West Harrow,93
Earls Court,Gloucester Road,1053
Green Park,Westminster,105
Leyton,Stratford,444
Kennington,Waterloo,551
Croxley,Watford,51
Blackfriars,Mansion House,297
Dollis Hill,Neasden,127
Harlesden,Stonebridge Park,89
Kensal Green,Queens Park,160
Monument,Tower Hill,334
West Finchley,Woodside Park,124
Pimlico,Victoria,329
Hounslow Central,Hounslow West,147
Stratford,West Ham,773
Colliers Wood,South Wimbledon,499
Caledonian Road,Kings Cross St. Pancras,559
Aldgate East,Tower Hill,334
Caledonian Road,Holloway Road,121
Earls Court,Kensington (Olympia),274
Archway,Highgate,362
Northolt,South Ruislip,216
Tooting Bec,Tooting Broadway,442
Finchley Central,West Finchley,305
Hatton Cross,Heathrow Terminals 1 2 3,494
East Finchley,Finchley Central,549
Canning Town,West Ham,682
Brixton,Stockwell,1350
Bayswater,Notting Hill Gate,209
Becontree,Dagenham Heathway,317
Hatton Cross,Heathrow Terminal 4,143
Aldgate,Tower Hill,162
Lambeth North,Waterloo,283
Hyde Park Corner,Knightsbridge,27
Borough,Elephant and Castle,236
Monument,Liverpool Street,815
Kingsbury,Queensbury,97
Baker Street,Bond Street,263
Finsbury Park,Highbury and Islington,600
Lancaster Gate,Marble Arch,67
Boston Manor,Osterley,94
Oxford Circus,Piccadilly Circus,115
Sudbury Hill,Sudbury Town,53
Finsbury Park,Seven Sisters,834
Baker Street,Finchley Road,380
Aldgate East,Liverpool Street,668
Barkingside,Newbury Park,155
Kings Cross St. Pancras,Russell Square,492
Leyton,Leytonstone,169
Knightsbridge,South Kensington,72
Plaistow,West Ham,129
East Acton,North Acton,174
Bethnal Green,Mile End,379
Bermondsey,London Bridge,538
Chancery Lane,St. Pauls,34
Hounslow East,Osterley,113
Canons Park,Queensbury,196
Balham,Clapham South,640
Pimlico,Vauxhall,183
Colindale,Hendon Central,551
London Bridge,Southwark,328
Hillingdon,Uxbridge,235
Wimbledon,Wimbledon Park,770
Liverpool Street,Moorgate,567
Eastcote,Rayners Lane,143
Dagenham East,Elm Park,214
Baker Street,Regents Park,110
Heathrow Terminal 4,Heathrow Terminals 1 2 3,382
Leicester Square,Tottenham Court Road,129
Greenford,Perivale,106
Arnos Grove,Bounds Green,428
Canada Water,Canary Wharf,1184
Ravenscourt Park,Stamford Brook,57
Harlesden,Willesden Junction,169
Barbican,Moorgate,116
Preston Road,Wembley Park,155
Sloane Square,South Kensington,84
Seven Sisters,Tottenham Hale,586
Barons Court,Earls Court,867
Mile End,Stratford,666
Euston Square,Great Portland Street,108
Stonebridge Park,Wembley Central,175
Ealing Broadway,Ealing Common,454
Burnt Oak,Colindale,714
Holborn,Russell Square,137
Ruislip,Ruislip Manor,71
Holland Park,Shepherds Bush,116
Alperton,Sudbury Town,109
Earls Court,High Street Kensington,636
Kentish Town,Tufnell Park,92
Southwark,Waterloo,287
Canning Town,North Greenwich,649
Latimer Road,Wood Lane,111
Camden Town,Chalk Farm,251
Hornchurch,Upminster Bridge,88
Euston,Mornington Crescent,517
Harrow-on-the-Hill,North Harrow,125
Upminster,Upminster Bridge,224
Kilburn,West Hampstead,200
Dagenham East,Dagenham Heathway,316
Notting Hill Gate,Queensway,157
Rayners Lane,South Harrow,69
Bethnal Green,Liverpool Street,582
Euston,Warren Street,416
Borough,London Bridge,354
Ickenham,Ruislip,72
Oxford Circus,Tottenham Court Road,189
Redbridge,Wanstead,63
East Putney,Putney Bridge,325
Harrow and Wealdstone,Kenton,152
Bond Street,Oxford Circus,202
Clapham Common,Clapham South,466
St. Johns Wood,Swiss Cottage,44
Oval,Stockwell,136
Charing Cross,Leicester Square,143
Chigwell,Grange Hill,4
Kenton,South Kenton,99
Alperton,Park Royal,95
Stepney Green,Whitechapel,104
Bayswater,Paddington,569
Holland Park,Notting Hill Gate,98
Charing Cross,Embankment,154
Archway,Tufnell Park,352
Camden Town,Kentish Town,234
Northwick Park,Preston Road,51
Eastcote,Ruislip Manor,95
Ealing Common,North Ealing,53
Golders Green,Hampstead,298
Earls Court,West Brompton,518
Waterloo,Westminster,371
Finsbury Park,Manor House,729
Highbury and Islington,Kings Cross St. Pancras,542
Fulham Broadway,West Brompton,250
Fulham Broadway,Parsons Green,266
Kilburn Park,Queens Park,136
Finchley Road,Swiss Cottage,128
Kennington,Oval,101
Paddington,Royal Oak,555
South Woodford,Woodford,179
Holborn,Tottenham Court Road,168
High Barnet,Totteridge and Whetstone,192
South Harrow,Sudbury Hill,56
Greenford,Northolt,201
